Arquivo;Reuniao;Data (AAAA/MM);Tema_Classificado;Ocorrencias;Relevancia_(%);Palavras_Chave_Ativadas;Trecho_Prova_(Auditoria)
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Estrutura e Organização da Rede Viária;23;14.1;cet, corredor, faixa exclusiva, rodizio, via;61ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 24.06.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais Alexandre Francisco Trunkl – Secretário Adjunto da SMT Ana Pacolo - CET Andrea Compri - SPTrans Anselmo Rizante – TCM SP Bruno Tadeu da Costa - SMDHC Carlos Eduardo Guimarães de Vasconcellos – SVMA Cristiane Yoshie Matsnaka - SMS Cristina Soja - CET Dawton Gaia – Secretário Executivo do CMTT Denise Saliba Dia Gomes - CET Edilson Flausino Silva - SMPED Eduardo Reis - SPTRANS Eleonora Cordeiro Mattoso - SME Igor Pires - EDUCALIBRAS Johnson - CET Marcelo - EDUCALIBRAS Marcelo Almeida – SPTRANS Márcia Casa - CET Marcos Alessandro Ruiz - SETRAM Mariana Santana Pereira Santos - DTP Michele Perea Cavinato – SMT AT Myrna dos Santos Melo - SMPED Olivia Aroucha – SPTRANS Paulo Eduardo Soares Junior – Chefe Assessoria Tecnica da SMT Paulo Matias – SETRAM Rogério Batista - SMT Rogerio de Oliveira Ramos – SMT AT Rosilda - CET Sergio Amaral - CET Sonia de Fatima - SMT AT Thiago Luiz Rosasco Ermel – SGM Vanessa Gac - SETRAM Conselheiros da Sociedade Civil | Temáticos e Regionais Aline Pellegrini Matheus – Ciclistas André Ricardo Barbosa – Regional Norte Antonio Sampaio A. [...] Passando para o segundo informe: houve um questionamento, porque que na Avenida Santo Amaro próximo a Avenida João Dias, houve uma redução de duas para uma faixa exclusiva de ônibus.
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Mobilidade Ativa: Bicicletas;20;12.3;bicicleta, bike, ciclista, ciclofaixa, ciclovia;61ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 24.06.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais Alexandre Francisco Trunkl – Secretário Adjunto da SMT Ana Pacolo - CET Andrea Compri - SPTrans Anselmo Rizante – TCM SP Bruno Tadeu da Costa - SMDHC Carlos Eduardo Guimarães de Vasconcellos – SVMA Cristiane Yoshie Matsnaka - SMS Cristina Soja - CET Dawton Gaia – Secretário Executivo do CMTT Denise Saliba Dia Gomes - CET Edilson Flausino Silva - SMPED Eduardo Reis - SPTRANS Eleonora Cordeiro Mattoso - SME Igor Pires - EDUCALIBRAS Johnson - CET Marcelo - EDUCALIBRAS Marcelo Almeida – SPTRANS Márcia Casa - CET Marcos Alessandro Ruiz - SETRAM Mariana Santana Pereira Santos - DTP Michele Perea Cavinato – SMT AT Myrna dos Santos Melo - SMPED Olivia Aroucha – SPTRANS Paulo Eduardo Soares Junior – Chefe Assessoria Tecnica da SMT Paulo Matias – SETRAM Rogério Batista - SMT Rogerio de Oliveira Ramos – SMT AT Rosilda - CET Sergio Amaral - CET Sonia de Fatima - SMT AT Thiago Luiz Rosasco Ermel – SGM Vanessa Gac - SETRAM Conselheiros da Sociedade Civil | Temáticos e Regionais Aline Pellegrini Matheus – Ciclistas André Ricardo Barbosa – Regional Norte Antonio Sampaio A. [...] Filho – Regional Oeste Aquilla dos Anjos Couto – Ciclistas Bruno Santana do Nascimento – Estudantil Universitário Caique Alves de Souza – Regional Leste Élio Camargo – Mobilidade a Pé Felipe Claros - Ciclistas George Lima de Queiroz – Regional Oeste Katia Canova – OSC Lucian De Paula Bernardi – Regional Centro Mauro Sérgio Procópio Calliari – Mobilidade a Pé Rafael Drummond – Regional Centro Richard Melo da Silva – Juventude Sandra Ramalhoso – Pessoas com Deficiência Thomas - Ciclistas Vanderlei José Torroni – Regional Centro Operadores do Transporte Adauto Bentivegna Filho - SETCESP Ana Carolina Jarrouge – SETCESP Carlos Alberto - SPURBANUSS Fábio - SINDITAX Marta Fabiola - SINDITAX Valeria Beu - SEDERSP Observadores Bruno Domeneguetti Barreira Leandro Frenham Chemalle Maria de fatima Pinto Teixeira Rafael Camargo Pautas: 1.
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Transporte Individual: Aplicativos;17;10.4;99, aplicativo, app, uber;Bom, era isso que eu tinha para apresentar o DTP agradece a oportunidade de ter apresentado o que é o APP, obrigada. [...] Eu queria saber, quando surgiu esse serviço do SPTAXI, ele era uma tentativa de fazer frente a uma disparidade de tecnologia, eu não vi o comecinho da apresentação e não sei se foram apresentados os números de gente que está usando hoje, como as pessoas estão vendo esse serviço, porque eu acho que essa defasagem técnica, eu já tentei usar esse serviço é muito diferente e menos eficiente do que qualquer outro aplicativo, eu só queria ouvir da moça que apresentou se tem algum número de passageiros e se isso reflete se isso esta realmente cumprindo o objetivo que era o de fazer com que os taxistas também estivessem interligados e oferecendo esse tipo de vantagens que outros serviços oferecem.
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Composição e Governança do Conselho;16;9.8;conselheiro, conselho, regimento interno, representante;61ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 24.06.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais Alexandre Francisco Trunkl – Secretário Adjunto da SMT Ana Pacolo - CET Andrea Compri - SPTrans Anselmo Rizante – TCM SP Bruno Tadeu da Costa - SMDHC Carlos Eduardo Guimarães de Vasconcellos – SVMA Cristiane Yoshie Matsnaka - SMS Cristina Soja - CET Dawton Gaia – Secretário Executivo do CMTT Denise Saliba Dia Gomes - CET Edilson Flausino Silva - SMPED Eduardo Reis - SPTRANS Eleonora Cordeiro Mattoso - SME Igor Pires - EDUCALIBRAS Johnson - CET Marcelo - EDUCALIBRAS Marcelo Almeida – SPTRANS Márcia Casa - CET Marcos Alessandro Ruiz - SETRAM Mariana Santana Pereira Santos - DTP Michele Perea Cavinato – SMT AT Myrna dos Santos Melo - SMPED Olivia Aroucha – SPTRANS Paulo Eduardo Soares Junior – Chefe Assessoria Tecnica da SMT Paulo Matias – SETRAM Rogério Batista - SMT Rogerio de Oliveira Ramos – SMT AT Rosilda - CET Sergio Amaral - CET Sonia de Fatima - SMT AT Thiago Luiz Rosasco Ermel – SGM Vanessa Gac - SETRAM Conselheiros da Sociedade Civil | Temáticos e Regionais Aline Pellegrini Matheus – Ciclistas André Ricardo Barbosa – Regional Norte Antonio Sampaio A. [...] Aprovação dos Conselheiros do CMTT para encaminhamento de Ofício solicitando: a.
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Segurança Viária;11;6.7;acidente, seguranca, sinistro, velocidade;Antônio Bento a faixa do lado esquerdo da pista tínhamos ali mais ou menos 100 m de faixa e a CET nos chamou a atenção na época, que essa faixa não estava sendo tão utilizada pelo transporte público, na época que ela foi implantada operou e muito bem com a ultrapassagem dos carros ali pelo local, porém o pessoal nosso operacionalizando juntamente com a CET e no decorrer percebemos também e concordamos com a CET que realmente estava sendo sub utilizada por não haver uma largura ideal, haja vista ali a pista não permitiu uma largura maior, ficando duas faixas para ônibus só que o ônibus quando acessava essa faixa adicional, causava atritos, muito sinistros por ali, em função dela ser estreita e quando não tinha ninguém operacionalizando ocorriam muitas batidinhas, muitos acidentes ali envolvendo autos particulares, nós tivemos isso no passado e aí o motorista automaticamente não se atreve a usar essa faixa em vista sua largura. [...] KATIA CANOVA - Se eu puder contribuir, na verdade esse programa é da São Paulo Urbanismo e começou ali com as praças do centro histórico, Largo São Francisco, Paysandu, depois fomos para Liberdade e Largo São Bento é um programa que prevê ativação e qualificação de espaços públicos com fluxo de pedestre bastante grande, então ele tem a iniciativa fundamental de segurança do pedestre, ele revê a localização de faixas de pedestres, alargamento de calçadas, tudo visando a segurança do pedestre em locais públicos que têm um fluxo intenso de pessoas, mas também proporcionando projeto, desenho urbano para permanência e prevê a ativação, o que é essa ativação se vocês já passaram no largo São Francisco, Paysandu, todos eles têm um contêiner onde tem muitas vezes cadeiras.
61_2022_Pleno_ordin_ata.pdf;61ª Reunião Ordinária;2022;Transporte Individual: Táxis;11;6.7;dtp, taxi, taxista;61ª Reunião Ordinária do Conselho Municipal de Trânsito e Transporte – CMTT Data: 24.06.2022 (sexta-feira) Horário: 9h às 12h (online) Participantes: Conselheiros | Órgãos Municipais Alexandre Francisco Trunkl – Secretário Adjunto da SMT Ana Pacolo - CET Andrea Compri - SPTrans Anselmo Rizante – TCM SP Bruno Tadeu da Costa - SMDHC Carlos Eduardo Guimarães de Vasconcellos – SVMA Cristiane Yoshie Matsnaka - SMS Cristina Soja - CET Dawton Gaia – Secretário Executivo do CMTT Denise Saliba Dia Gomes - CET Edilson Flausino Silva - SMPED Eduardo Reis - SPTRANS Eleonora Cordeiro Mattoso - SME Igor Pires - EDUCALIBRAS Johnson - CET Marcelo - EDUCALIBRAS Marcelo Almeida – SPTRANS Márcia Casa - CET Marcos Alessandro Ruiz - SETRAM Mariana Santana Pereira Santos - DTP Michele Perea Cavinato – SMT AT Myrna dos Santos Melo - SMPED Olivia Aroucha – SPTRANS Paulo Eduardo Soares Junior – Chefe Assessoria Tecnica da SMT Paulo Matias – SETRAM Rogério Batista - SMT Rogerio de Oliveira Ramos – SMT AT Rosilda - CET Sergio Amaral - CET Sonia de Fatima - SMT AT Thiago Luiz Rosasco Ermel – SGM Vanessa Gac - SETRAM Conselheiros da Sociedade Civil | Temáticos e Regionais Aline Pellegrini Matheus – Ciclistas André Ricardo Barbosa – Regional Norte Antonio Sampaio A. [...] Vamos dar sequência, começando com os informes: o primeiro é uma explicação sobre o SPTAXI que a Mariana do DTP fará para nós.
62_2022_Pleno_ordin_ata.pdf;62ª Reunião Ordinária;2022;Transporte Público Coletivo;75;25.6;frota, onibus, sptrans, transporte coletivo;Apresentação da Resolução CPA/SMPED/031/2021 – Comissão Permanente de Acessibilidade – CPA, que estabelece diretrizes na escolha de modelos de veículos acessíveis (piso alto/piso baixo) a ser adotado pela concedente de serviço de transporte coletivo da cidade de São Paulo. [...] Informes : Por termos três pautas extensas nessa reunião, os informes nos foram respondidos por escrito.No que se refere a SPTRANS eles estarão conosco para esclarecer dúvidas sobre as respostas dadas.
62_2022_Pleno_ordin_ata.pdf;62ª Reunião Ordinária;2022;Motocicletas e Motofrete;53;18.1;entregador, faixa azul, moto;A reunião Ordinária do CMTT e começando, a primeira pauta, queria convidar Alexandre era para falar sobre a ampliação da faixa azul. [...] Apresentação 1 – Ampliação da Faixa Azul de 00:02:10 a 00:25:17 00:25:18 ALEXANDRA – Bom, se tiverem alguma pergunta, eu estarei a disposição para responder o que souber, e que não souber eu pesquiso e respondo depois, obrigado.
62_2022_Pleno_ordin_ata.pdf;62ª Reunião Ordinária;2022;Mobilidade Ativa: Acessibilidade e Pedestres;49;16.7;acessibilidade, cadeirante, calcada, pedestre, travessia;Apresentação da Resolução CPA/SMPED/031/2021 – Comissão Permanente de Acessibilidade – CPA, que estabelece diretrizes na escolha de modelos de veículos acessíveis (piso alto/piso baixo) a ser adotado pela concedente de serviço de transporte coletivo da cidade de São Paulo. [...] As motocicletas hoje, sabemos que o índice de acidentes é muito alto, envolvendo motociclistas, não vamos ser hipócritas, sabemos que hoje tem muita dificuldade para o motociclista respeitar sinalizações, pedestres, como vai ser feita essa fiscalização?
62_2022_Pleno_ordin_ata.pdf;62ª Reunião Ordinária;2022;Estrutura e Organização da Rede Viária;41;14.0;cet, corredor, recapeamento, semaforo, via;A CET vem fazendo esforços no sentido de normalizar a coleta de dados de sinistros fornecidos pela Polícia Civil e pelo INFOSIGA, e também com relação ao tratamento no banco de dados cujo programa que faz a leitura dos boletins de ocorrência apresentou problemas”. [...] Uso de película em táxis que circulam pelos corredores exclusivos de ônibus.
62_2022_Pleno_ordin_ata.pdf;62ª Reunião Ordinária;2022;Segurança Viária;26;8.9;acidente, atropelamento, morte, seguranca, sinistro, velocidade;Informação dos números consolidados de mortes, acidentes e locais mais perigosos de 2021, separados por modal. [...] A CET vem fazendo esforços no sentido de normalizar a coleta de dados de sinistros fornecidos pela Polícia Civil e pelo INFOSIGA, e também com relação ao tratamento no banco de dados cujo programa que faz a leitura dos boletins de ocorrência apresentou problemas”.
